C2,C3,C4,C5,C6,C7,C8,Car,Car Name,Game,Gran Turismo 5,Gran Turismo 6,Gran Turismo 7,Main Series,NTSC-J,NTSC-J (menus),NTSC-J (race),NTSC-U,NTSC-U (menus),NTSC-U (race),NTSC-U and PAL (menus),NTSC-U and PAL (race),Other,Other games,PAL,Prologues/Concepts,Region,URL
,,,,,,,,Toyota ALTEZZA Gita AS300 '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_ALTEZZA_Gita_AS300_%2701
,,,,,,,,Dodge Viper GTS '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/SRT_Viper_GTS_%2713
,,,,,,,,Jay Leno Tank Car '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jay_Leno_Tank_Car_%2703
,,,,,,,,TRIAL CELICA SS-II (ZZT231) '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/TRIAL_CELICA_SS-II_(ZZT231)_%2703
,,,,,,,,Nissan CUBE EX (FF/CVT) '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_CUBE_EX_(FF/CVT)_%2702
,,,,,,,Picture,HKS,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/HKS
,,,,,,,,Nissan SKYLINE GT-R V • spec (R34) '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_V_%E2%80%A2_spec_(R34)_%2799
,,,,,,,,Amuse Carbon R (R34) '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Amuse_Carbon_R_(R34)_%2704
,,,,,,,,Honda Castrol MUGEN NSX '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_Castrol_MUGEN_NSX_%2700
,,,,,,,Picture,Opera Performance,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Opera_Performance
,,,,,,,,BMW,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW
,,,,,,,,Honda ACCORD Coupe EX '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_ACCORD_Coupe_EX_%2703
,,,,,,,,Shelby GT350R '65,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Shelby_GT350R_%2765
,,,,,,,,Lexus IS350 GT300 Base Model '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS350_GT300_Base_Model_%2708
,,,,,,,,Honda HSC '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_HSC_%22The_37th_Tokyo_Motor_Show_Concept_Car%22_%2703
,,,,,,,Picture,Tajima,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Tajima
,,,,,,,,Lexus GS 300 '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_GS_300_%2700
,,,,,,,,Nissan GT-R NISMO GT3 Base Model '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_GT-R_NISMO_GT3_Base_Model_%2713
,,,,,,,,Honda CIVIC 1500 3door CX '79,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CIVIC_1500_3door_CX_%2779
,,,,,,,,AEM S2000,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/AEM_S2000
,,,,,,,,Vauxhall Calibra Super Touring Car '94,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Vauxhall_Calibra_Super_Touring_Car_%2794
,,,,,,,,Honda S2000 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S2000_(EU)_%2703
,,,,,,,,Toyota au CERUMO Supra '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_au_CERUMO_Supra_%2701
,,,,,,,,Mazda Atenza Sports 23Z '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Atenza_Sports_23Z_%2703
,,,,,,,,2010 Tony Stewart #14 CHEVROLET IMPALA,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2010_Tony_Stewart_%E2%99%AF14_Office_Depot/Old_Spice_CHEVROLET_IMPALA
,,,,,,,,Dodge Viper GTS '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Dodge_Viper_GTS_%2702
,,,,,,,,Cadillac CIEN Concept '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Cadillac_CIEN_Concept_%2702
,,,,,,,,Nissan PRIMERA 20V '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_PRIMERA_20V_%2701
,,,,,,,,Honda Beat '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_BEAT_%2791
,,,,,,,,Honda S2000 Type V '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S2000_Type_V_(EU)_%2700
,,,,,,,,Mitsubishi GALANT GTO MR '70,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_GALANT_GTO_MR_%2770
,,,,,,,,Nissan Fairlady Z Version S (Z33) '02,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Nissan_350Z_(Z33,_US)_%2703"
,,,,,,,,Pontiac Solstice Coupe Concept '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pontiac_Solstice_Coupe_Concept_%2702
,,,,,,,,Citroën Xsara Rally Car '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Citro%C3%ABn_Xsara_Rally_Car_%2799
,,,,,,,,Mazda Eunos Roadster S-Special Type I (NA) '95,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_S-Special_Type_I_(NA,_J)_%2795"
,,,,,,,,Mitsubishi GTO Twin Turbo '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_3000GT_VR-4_Turbo_(J)_%2796
,,,,,,,,Mercedes-Benz SLR McLaren '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mercedes-Benz_SLR_McLaren_%2703
,,,,,,,,Fiat Barchetta Giovane Due '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fiat_Barchetta_Giovane_Due_%2700
,,,,,,,,Citroën Xantia 3.0i V6 Exclusive '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Citro%C3%ABn_Xantia_3.0i_V6_Exclusive_%2700
,,,,,,,,Lexus PETRONAS TOM'S SC430 '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_PETRONAS_TOM%27S_SC430_%2708
,,,,,,,,Suzuki CERVO SR '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_CERVO_SR_%2707
,,,,,,,,Mazda Eunos Roadster S-Special Type I (NA) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Eunos_Roadster_S-Special_Type_I_(NA)_%2795
,,,,,,,,Pagani Zonda C12S 7.3 '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pagani_Zonda_C12S_7.3_%2702
,,,,,,,,Audi Sport quattro S1 Pikes Peak '87,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_Sport_quattro_S1_Pikes_Peak_%2787
,,,,,,,,Nissan SILVIA spec-S AERO (S15) '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_spec-S_AERO_(S15)_%2799
,,,,,,,,Chevrolet El Camino SS 396 '67,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_El_Camino_SS_396_%2767
,,,,,,,,Toyota 86 Race Car Base Model '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_86_Race_Car_Base_Model_%2712
,,,,,,,,Lexus SC 430 '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_SC_430_(US)_%2701
,,,,,,,,Mitsubishi FTO GR '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_FTO_GR_%2797
,,,,,,,,Nissan Fairlady Z (Z34) '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Fairlady_Z_(Z34)_%2708
,,,,,,,,Honda S800 RSC '68,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S800_RSC_%2768
,,,,,,,,Toyota YellowHat YMS Supra '05,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_YellowHat_YMS_Supra_%2705
,,,,,,,,BLITZ DUNLOP ER34 SKYLINE '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Blitz_Dunlop_ER34_%2707
,,,,,,,,Honda CIVIC TYPE R (EP) '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CIVIC_TYPE_R_(EP)_%2704
,,,,,,,,Jaguar XKR-S '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XKR-S_%2711
,,,,,,,,Nissan Zytek Z11SN Greaves Motorsport '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Zytek_Z11SN_Greaves_Motorsport_%2713
,,,,,,,,Mitsubishi Lancer Evolution X Rally Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_X_Rally_Car
,,,,,,,,Toyota VITZ RS 1.5 '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_VITZ_RS_1.5_%2700
,,,,,,,,Renault Sport Clio Trophy V6 24V '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_Lutecia_Trophy_V6_24V_%2700
,,,,,,,,Toyota VITZ U Euro Sport Edition '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_VITZ_U_Euro_Sport_Edition_%2700
,,,,,,,,Mitsubishi Lancer Evolution VI GSR TOMMI MAKINEN EDITION '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_VI_GSR_TOMMI_MAKINEN_EDITION_%2700
,,,,,,,,Mazda RX-8 Concept LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_RX-8_Concept_LM_Race_Car
,,,,,,,,Acura HSC Concept '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Acura_HSC_Concept_%2704
,,,,,,,,Jaguar XKR Coupe '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XKR_Coupe_%2799
,,,,,,,,Nissan SILVIA K's (S13) '88,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_K%27s_(S13)_%2788
,,,,,,,,Chevrolet Corvette Z06 (C5) '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Corvette_Z06_(C5)_%2700
,,,,,,,,Mitsubishi FTO GR '94,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_FTO_GR_%2794
,,,,,,,,Suzuki CONCEPT-S2 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_CONCEPT-S2_%2703
,,,,,,,,McLaren F1 GTR - BMW '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/McLaren_F1_GTR_-_BMW_(Kokusai_Kaihatsu_UK_Racing)_%2795
,,,,,,,,Acura CL 3.2 Type-S '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Acura_CL_3.2_Type-S_%2701
,,,,,,,,Audi R8 4.2 FSI R tronic '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R8_4.2_FSI_R_tronic_%2707
,,,,,,,,Audi R8 LMS (Team PlayStation) '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R8_LMS_(Team_PlayStation)_%2709
,,,,,,,,Toyota VITZ F '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_Yaris_F_(J)_%2799
,,,,,,,,Pagani Zonda LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pagani_Zonda_LM_Race_Car
,,,,,,,,Pontiac Vibe GT '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pontiac_Vibe_GT_%2703
,,,,,,,,Toyota COROLLA LEVIN BZ-R '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_COROLLA_LEVIN_BZ-R_%2798
,,,,,,,,Mazda BP FALKEN RX-7 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_BP_FALKEN_RX-7_%2703
,,,,,,,,Chevrolet Corvette Stingray Gran Turismo Concept '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Corvette_Stingray_Gran_Turismo_Concept_%2713
,,,,,,,,Opel Vectra 3.2 V6 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Opel_Vectra_3.2_V6_%2703
,,,,,,,,Maserati,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Maserati
,,,,,,,,Mitsubishi Lancer Evolution V GSR '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_V_GSR_%2798
,,,,,,,,Nissan SKYLINE GT-R V • spec (R33) '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_V_%E2%80%A2_spec_(R33)_%2796
,,,,,,,,Mitsubishi CZ-3 Tarmac Rally Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_CZ-3_Tarmac_Rally_Car
,,,,,,,,Suzuki Cappuccino (EA21R) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_Cappuccino_(EA21R)_%2795
,,,,,,,,Mazda éfini RX-7 Type RS (FD) '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_%C3%A9fini_RX-7_Type_RS_(FD)_%2796
,,,,,,,,Lexus IS F Racing Concept '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS_F_Racing_Concept_%2708
,,,,,,,,Nissan SKYLINE GT-R N1 (R33) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_N1_(R33)_%2795
,,,,,,,Picture,Acura,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Acura
,,,,,,,,MINOLTA Toyota 88C-V '89,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_MINOLTA_Toyota_88C-V_%2789
,,,,,,,,Amuse S2000 Street Version '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Amuse_S2000_Street_Version_%2704
,,,,,,,,Pagani Zonda C12S '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pagani_Zonda_C12S_%2700
,,,,,,,,BMW Z8 '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_Z8_%2701
,,,,,,,,Nissan SKYLINE GTS25 Type S (R32) '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GTS25_Type_S_(R32)_%2791
,,,,,,,,Isuzu 4200R Concept '89,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Isuzu_4200R_Concept_%2789
,,,,,,,,Honda NSX GT500 Stealth Model,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_GT500_Stealth_Model
,,,,,,,,Nissan Leaf G '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Leaf_G_%2711
,,,,,,,,Lamborghini Murciélago LP640 '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lamborghini_Murcielago_LP640_%2709
,,,,,,,,BMW 320i Touring Car '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_320i_Touring_Car_%2703
,,,,,,,,2011 AJ Allmendinger #43 Best Buy FORD FUSION,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_AJ_Allmendinger_%E2%99%AF43_Best_Buy_FORD_FUSION
,,,,,,,Picture,Blitz,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Blitz
,,,,,,,,Aston Martin DP-100 Vision Gran Turismo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Aston_Martin_DP-100_Vision_Gran_Turismo
,,,,,,,,Subaru LEGACY B4 2.0GT '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_LEGACY_B4_2.0GT_%2703
,,,,,,,,Volkswagen Kübelwagen Typ82 '44,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_K%C3%BCbelwagen_Typ82_%2744
,,,,,,,,Volkswagen Golf IV R32 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Golf_IV_R32_%2703
,,,,,,,,Honda BALLADE SPORTS CR-X 1.5i '83,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_BALLADE_SPORTS_CR-X_1.5i_%2783
,,,,,,,,Honda INTEGRA TYPE R (DC5) '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_INTEGRA_TYPE_R_(DC5)_%2704
,,,,,,,,Plymouth,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Plymouth
,,,,,,,,MINI COOPER 1.3i '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/MINI_COOPER_1.3i_%2798
,,,,,,,,Dodge Charger 440 R/T '70,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Dodge_Charger_440_R/T_%2770
,,,,,,,,Lotus Esprit Sport 350 '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Esprit_Sport_350_%2700
,,,,,,,,Renault,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault
,,,,,,,,Lexus GS 300 Vertex Edition (J) '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_GS_300_Vertex_Edition_(J)_%2700
,,,,,,,,Peugeot 206 Rally Car '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_206_Rally_Car_%2799
,,,,,,,,Lexus IS 200 GT-1 '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS_200_GT-1_%2704
,,,,,,,,2011 Tony Stewart #14 Office Depot CHEVROLET IMPALA,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Tony_Stewart_%E2%99%AF14_Office_Depot_CHEVROLET_IMPALA
,,,,,,,,Nissan OPTION Stream Z '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_OPTION_Stream_Z_%2704
,,,,,,,,Chrysler Crossfire '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chrysler_Crossfire_%2704
,,,,,,,,MINI COOPER '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/MINI_COOPER_%2702
,,,,,,,,Spoon FIT Race Car '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Spoon_FIT_Race_Car_%2703
,,,,,,,,Renault Sport Clio V6 Phase 2 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_Lutecia_V6_Phase_2_%2703
,,,,,,,,Ford Focus ST '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_Focus_ST_%2706
,,,,,,,Picture,Art Morrison,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Art_Morrison
,,,,,,,,Toyota ALTEZZA Touring Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_ALTEZZA_Touring_Car
,,,,,,,,Mine's LANCER EVOLUTION VI '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mine%27s_LANCER_EVOLUTION_VI_%2700
,,,,,,,,Toyota CELICA GT-FOUR RC (ST185) '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CELICA_GT-FOUR_RC_(ST185)_%2791
,,,,,,,,GT by Citroën Road Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/GT_by_Citro%C3%ABn_Road_Car
,,,,,,,,BMW M3 Coupé '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_M3_Coup%C3%A9_%2707
,,,,,,,,Alfa Romeo GTV 3.0 V6 24V '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_GTV_3.0_V6_24V_%2701
,,,,,,,,Nissan SILVIA Q's AERO (S14) '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_Q%27s_AERO_(S14)_%2796
,,,,,,,,Gran Turismo Red Bull RACING KART 125,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Gran_Turismo_Red_Bull_RACING_KART_125
,,,,,,,,Mazda,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda
,,,,,,,,Volvo S60 T-5 Sport '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volvo_S60_T-5_Sport_%2703
,,,,,,,,Honda FIT W '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_JAZZ_1.4_DSi_SE_Sport_%2701
,,,,,,,,Mazda Atenza Concept '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda6_Concept_%2701
,,,,,,,,Mazda 787B '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_787B_%2791
,,,,,,,,Honda KEIHIN HSV-010 '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_KEIHIN_HSV-010_%2712
,,,,,,,,GT by Citroën Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/GT_by_Citro%C3%ABn_Race_Car
,,,,,,,,Nissan R89C '89,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_R89C_%2789
,,,,,,,,Toyota RSC '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_RSC_%2701
,,,,,,,,Red Bull X2010 Prototype,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Red_Bull_X2010_Prototype
,,,,,,,,Hommell Berlinette R/S Coupe '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hommell_Berlinette_R/S_Coupe_%2799
,,,,,,,,Suzuki Cappuccino (EA21R) Race Car '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_Cappuccino_(EA21R)_RM_%2795
,,,,,,,,Audi TT Coupe 1.8T quattro '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_TT_Coupe_1.8T_quattro_%2700
,,,,,,,,Mitsubishi i-MiEV '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_i-MiEV_%2709
,,,,,,,,Volvo C30 R-Design '09,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volvo_C30_R-Design_%2709
,,,,,,,,Subaru IMPREZA Rally Car '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_Rally_Car_%2701
,,,,,,,,Nissan Fairlady Z Roadster (Z33) '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_Fairlady_Z_Roadster_(Z33)_%2703
,,,,,,,,Mazda Roadster 1600 NR-A (NB) '04,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_1600_NR-A_(NB,_J)_%2704"
,,,,,,,,2011 Carl Edwards #99 Aflac FORD FUSION,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Carl_Edwards_%E2%99%AF99_Aflac_FORD_FUSION
,,,,,,,,Honda CIVIC SiR-II (EG) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CIVIC_SiR-II_(EG)_%2795
,,,,,,,,Honda Gathers Drider CIVIC '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_Gathers_Drider_CIVIC_%2798
,,,,,,,,2011 Monster Sport SX4 Pikes Peak Special '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Monster_Sport_SX4_Pikes_Peak_Special_%2711
,,,,,,,,Volvo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volvo
,,,,,,,,Volkswagen typ2(T1) SambaBus '62,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_typ2(T1)_SambaBus_%2762
,,,,,,,,Subaru IMPREZA GT300 Base Model '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_GT300_Base_Model_%2708
,,,,,,,,Autobianchi,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Autobianchi
,,,,,,,,Audi Le Mans quattro '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_Le_Mans_quattro_%2703
,,,,,,,,Mazda Roadster 1800 RS (NB) '00,,,,,,ロードスター RS,,,Mazda MX-5 Miata LS,,,,,,,Mazda MX-5 1.8i,,Name,https://gran-turismo.fandom.com/wiki/Mazda_Roadster_1800_RS_(NB)_%2700
,,,,,,,,BMW M4 Coupé '14,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_M4_Coup%C3%A9
,,,,,,,,Jaguar XJ13 '66,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XJ13_%2766
,,,,,,,,Alfa Romeo Spider 3.0i V6 24V '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_Spider_3.0i_V6_24V_%2701
,,,,,,,,Suzuki GSX-R/4 Concept '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Suzuki_GSX-R/4_Concept_%2701
,,,,,,,,Toyota VITZ RS Turbo '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_VITZ_RS_Turbo_%2702
