C2,C3,C4,C5,C6,C7,C8,Car,Car Name,Game,Gran Turismo 5,Gran Turismo 6,Gran Turismo 7,Main Series,NTSC-J,NTSC-J (menus),NTSC-J (race),NTSC-U,NTSC-U (menus),NTSC-U (race),NTSC-U and PAL (menus),NTSC-U and PAL (race),Other,Other games,PAL,Prologues/Concepts,Region,URL
,,,,,,,,McLaren MP4-12C '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/McLaren_MP4-12C_%2710
,,,,,,,,Toyota Vitz F '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_Vitz_F_%2712
,,,,,,,,Nissan SKYLINE GT-R V • spec N1 (R34) '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_V_%E2%80%A2_spec_N1_(R34)_%2799
,,,,,,,,Honda RAYBRIG NSX '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_RAYBRIG_NSX_%2700
,,,,,,,,2011 Juan Montoya #42 Target CHEVROLET IMPALA,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Juan_Montoya_%E2%99%AF42_Target_CHEVROLET_IMPALA
,,,,,,,,Daihatsu MOVE SR-XX 4WD '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_MOVE_SR-XX_4WD_%2797
,,,,,,,,Toyota Celica GT-FOUR Rally Car (ST205) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CELICA_GT-FOUR_Rally_Car_(ST205)_%2795
,,,,,,,,Mini Marcos GT '70,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mini_Marcos_GT_%2770
,,,,,,,,Saleen S7 '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Saleen_S7_%2702
,,,,,,,,Mazda éfini RX-7 Type RZ (FD) '93,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_RX-7_Type_RZ_(FD,_J)_%2793"
,,,,,,,,Daihatsu OFC-1 Concept '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_OFC-1_Concept_%2707
,,,,,,,,Nissan 180SX Type X '96,,,,,,,180SX Type X,NISSAN 180SX Type X,,240SX Fastback Type X(J) '96,240SX Fastback Type X '96,,,,,200SX Type X(J) '96,,Name,https://gran-turismo.fandom.com/wiki/Nissan_200SX_%2796
,,,,,,,,Mitsubishi GTO SR '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_GTO_SR_%2798
,,,,,,,,Aston Martin One-77 '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Aston_Martin_One-77_%2711
,,,,,,,,Mitsubishi Lancer EX 1800GSR IC Turbo '83,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_EX_1800GSR_IC_Turbo_%2783
,,,,,,,Picture,DeltaWing,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/DeltaWing
,,,,,,,,Ford GT LM Spec II Test Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Gran_Turismo_Ford_GT_LM_Spec_II_Test_Car
,,,,,,,,Shelby Cobra Daytona Coupe '64,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Shelby_Cobra_Daytona_Coupe_%2764
,,,,,,,,Lexus,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus
,,,,,,,Picture,Autobacs,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Autobacs
,,,,,,,,Ferrari California '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ferrari_California_%2708
,,,,,,,,Oullim Motors Spirra Prototype '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Oullim_Motors_Spirra_Prototype_%2704
,,,,,,,,BMW Z4 3.0i '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_Z4_%2703
,,,,,,,,Mercedes-Benz 300 SL Coupe '54,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mercedes-Benz_300_SL_Coupe_%2754
,,,,,,,,Ayrton Senna DAP Racing Kart #17 '80,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ayrton_Senna_DAP_Racing_Kart_%E2%99%AF17_%2780
,,,,,,,,Mazda éfini RX-7 Type RZ (FD) '96,,,,,,,アンフィニRX-7 Type RZ,efini RX-7 Type RZ '96,,,,Mazda RX-7 Type RZ(J) '96,Mazda RX-7 Type RZ '96,,,,,Name,"https://gran-turismo.fandom.com/wiki/Mazda_RX-7_Type_RZ_(FD,_J)_%2796"
,,,,,,,,Pescarolo Sport Pescarolo-Courage - Judd GV5 '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pescarolo_Sport_Pescarolo-Courage_-_Judd_GV5_%2704
,,,,,,,,Acura NSX LM Race Car '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Acura_NSX_RM_%2791
,,,,,,,,Chaparral 2D '67,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chaparral_2D_%2767
,,,,,,,,Lamborghini Gallardo LP 560-4 '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lamborghini_Gallardo_LP_560-4_%2708
,,,,,,,,Nissan March 12c 5door '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_March_12c_5door_%2703
,,,,,,,,Audi,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi
,,,,,,,,Toyota CELICA XX 2800GT '81,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CELICA_XX_2800GT_%2781
,,,,,,,,Ferrari FXX '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ferrari_FXX_%2707
,,,,,,,,Nissan SKYLINE GT-R R34 Touring Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_R34_Touring_Car
,,,,,,,,MINI COOPER S '05,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/MINI_COOPER_S_%2705
,,,,,,,,Audi S3 '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_S3_%2702
,,,,,,,,Tesla Model S Signature Performance '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Tesla_Motors_Model_S_Signature_Performance_%2712
,,,,,,,,Hyundai Tiburon Turbulence '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Hyundai_Tiburon_Turbulence_%2799
,,,,,,,,Mazda Eunos Roadster VR-Limited (NA) '95,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_VR-Limited_(NA,_J)_%2795"
,,,,,,,,Daihatsu MOVE SR-XX 2WD '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_MOVE_SR-XX_2WD_%2797
,,,,,,,,Red Bull X2014 Standard,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Red_Bull_X2014_Standard_Car
,,,,,,,,Mazda Roadster 1.8 RS (NB) '98,,,,,,,,,,,,,,,,,,,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_Miata_1.8_RS_(NB,_J)_%2798"
,,,,,,,,Volkswagen GTI Supersport Vision Gran Turismo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_GTI_Supersport_Vision_Gran_Turismo
,,,,,,,,Mitsubishi Lancer Evolution VIII MR GSR '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_VIII_MR_GSR_%2704
,,,,,,,,Mitsubishi COLT 1.5 Sport X Version '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_COLT_1.5_Sport_X_Version_%2702
,,,,,,,,Nissan R390 GT1 '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_R390_GT1_%2798
,,,,,,,Picture,Vauxhall,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Vauxhall
,,,,,,,,Honda S2000 Type V '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_S2000_Type_V_(US)_%2700
,,,,,,,,Renault Sport Mégane R.S. '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Sport_M%C3%A9gane_R.S._%2708
,,,,,,,,RE Amemiya Amemiya AsparaDrink RX7 '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/RE_Amemiya_Amemiya_AsparaDrink_RX7_%2706
,,,,,,,Picture,Ayrton Senna (manufacturer),,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ayrton_Senna_(manufacturer)
,,,,,,,,Amuse S2000 GT1 Turbo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Amuse_S2000_GT1_Turbo
,,,,,,,Picture,High End Performance,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/High_End_Performance
,,,,,,,,Subaru CUSCO SUBARU ADVAN IMPREZA '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_CUSCO_SUBARU_ADVAN_IMPREZA_%2703
,,,,,,,,Subaru 360 '58,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_360_%2758
,,,,,,,,BMW Z4 GT3 '11,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_Z4_GT3_%2711
,,,,,,,Picture,AEM,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/AEM
,,,,,,,,Subaru IMPREZA Rally Car '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_IMPREZA_Rally_Car_%2799
,,,,,,,,Nissan SKYLINE GT-R N1 (R32) '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_GT-R_N1_(R32)_%2791
,,,,,,,,Fiat Panda Super i.e. '90,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fiat_Panda_Super_i.e._%2790
,,,,,,,,Nissan PRIMERA 20V '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_PRIMERA_20V_(EU)_%2701
,,,,,,,,Mazda Roadster 1800 RS (NB) '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Roadster_1800_RS_(NB)_%2704
,,,,,,,,Ford Escort Rally Car '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_Escort_Rally_Car_%2798
,,,,,,,,Citroën,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Citro%C3%ABn
,,,,,,,,Infiniti CONCEPT Vision Gran Turismo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Infiniti_CONCEPT_Vision_Gran_Turismo
,,,,,,,,Lotus Elise Race Car '96,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Elise_RM_%2796
,,,,,,,,Renault AVANTIME '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_AVANTIME_%2702
,,,,,,,,Ferrari 330 P4 '67,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ferrari_330_P4_%2767
,,,,,,,,Daihatsu MOVE CX '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Daihatsu_MOVE_CX_%2795
,,,,,,,,Nissan SKYLINE Coupe 370GT Type SP '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_Coupe_370GT_Type_SP_%2707
,,,,,,,,Honda Z ACT '70,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_Z_ACT_%2770
,,,,,,,,Alfa Romeo 147 TI 2.0 TWIN SPARK '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_147_TI_2.0_TWIN_SPARK_%2706
,,,,,,,,HPA Motorsports Stage II R32,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/HPA_Motorsports_Stage_II_R32
,,,,,,,,Honda NSX CONCEPT '13,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_CONCEPT_%2713
,,,,,,,,BMW V12 LMR '99,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_V12_LMR_%2799
,,,,,,,,Jaguar,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar
,,,,,,,,Renault Mégane 2.0 IDE Coupe '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Renault_Megane_2.0_IDE_Coupe_%2700
,,,,,,,,Lotus Esprit V8 GT '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Esprit_V8_GT_%2798
,,,,,,,,RE Amemiya AMEMIYA ASPARADRINK RX7 '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/RE_Amemiya_AMEMIYA_ASPARADRINK_RX7_%2704
,,,,,,,,Aston Martin DB9 Coupe '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Aston_Martin_DB9_Coupe_%2706
,,,,,,,,Peugeot 908 HDi FAP - Team Peugeot Total '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_908_HDi_FAP_-_Team_Peugeot_Total_%2710
,,,,,,,,TVR T350C '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/TVR_T350C_%2703
,,,,,,,,Citroën Xsara VTR '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Citro%C3%ABn_Xsara_VTR_%2703
,,,,,,,,Peugeot 205 Turbo 16 Evolution 2 '86,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_205_Turbo_16_Evolution_2_%2786
,,,,,,,Picture,TRIAL,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/TRIAL
,,,,,,,,Audi R8 (Audi PlayStation Team ORECA) '05,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_R8_(Audi_PlayStation_Team_ORECA)_%2705
,,,,,,,,Honda NSX Type S Zero '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_NSX_Type_S_Zero_%2797
,,,,,,,,KTM X-BOW R '12,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/KTM_X-BOW_R_%2712
,,,,,,,,2013 Juan Montoya #42 Target CHEVROLET SS,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2013_Juan_Montoya_%E2%99%AF42_Target_CHEVROLET_SS
,,,,,,,,Bentley Speed 8 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Bentley_Speed_8_%2703
,,,,,,,Picture,Mugen,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mugen
,,,,,,,,Lexus BANDAI DIREZZA SC430 '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_BANDAI_DIREZZA_SC430_%2706
,,,,,,,,Mitsubishi Lancer Evolution GSR '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_GSR_%2792
,,,,,,,,Toyota DENSO SARD SUPRA GT '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_DENSO_SARD_SUPRA_GT_%2700
,,,,,,,,Nissan Fairlady 240ZG (HS30) '71,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_240ZG_(HS30)_%2771
,,,,,,,,Honda CIVIC TYPE R '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CIVIC_TYPE_R_%2708
,,,,,,,Picture,Marcos,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Marcos
,,,,,,,,2011 Jimmie Johnson #48 Lowe's CHEVROLET IMPALA,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Jimmie_Johnson_%E2%99%AF48_Lowe%27s_CHEVROLET_IMPALA
,,,,,,,,Honda CIVIC SiR-II (EG) '92,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_CIVIC_SiR-II_(EG)_%2792
,,,,,,,,2011 Joey Logano #20 The Home Depot TOYOTA CAMRY,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/2011_Joey_Logano_%E2%99%AF20_The_Home_Depot_TOYOTA_CAMRY
,,,,,,,,Gran Turismo (manufacturer),,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Gran_Turismo_(manufacturer)
,,,,,,,,Nissan CALSONIC SKYLINE GT-R '93,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_CALSONIC_SKYLINE_GT-R_%2793
,,,,,,,,Mitsubishi GTO SR '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_GTO_SR_%2795
,,,,,,,,Fiat Coupe Turbo Plus '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Fiat_Coupe_Turbo_Plus_%2700
,,,,,,,,Mazda Roadster 1800 RS (NB) '00,,,,,,ロードスター RS,,,Mazda MX-5 Miata LS,,,,,,,Mazda MX-5 1.8i,,Name,"https://gran-turismo.fandom.com/wiki/Mazda_MX-5_Miata_1800_RS_(NB,_J)_%2700"
,,,,,,,Picture,Pescarolo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Pescarolo
,,,,,,,,Toyota CELICA GT-FOUR Rally Car (ST185) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CELICA_GT-FOUR_Rally_Car_(ST185)_%2795
,,,,,,,,Opel Corsa Comfort 1.4 '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Opel_Corsa_Comfort_1.4_%2701
,,,,,,,,Mitsubishi STARION 4WD Rally Car '84,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_STARION_4WD_Rally_Car_%2784
,,,,,,,,Mitsubishi GTO Twin Turbo '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_3000GT_VR-4_Turbo_(J)_%2795
,,,,,,,,Mitsubishi GTO Twin Turbo '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_3000GT_VR-4_(J)_%2798
,,,,,,,,Subaru LEGACY B4 2.0GT spec.B '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Subaru_LEGACY_B4_2.0GT_spec.B_%2703
,,,,,,,,Lexus IS F Touring Car '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_IS_F_RM_%2707
,,,,,,,,Plymouth AAR Cuda 340 Six Barrel '70,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Plymouth_AAR_Cuda_340_Six_Barrel_%2770
,,,,,,,,Gran Turismo RACING KART 125 Shifter,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Gran_Turismo_RACING_KART_125_Shifter
,,,,,,,,Ford SVT F-150 Lightning '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ford_SVT_F-150_Lightning_%2703
,,,,,,,,Mazda Roadster 1600 NR-A (NB) '04,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_Roadster_1600_NR-A_(NB)_%2704
,,,,,,,,Dodge Viper GTS R Concept '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Dodge_Viper_GTS_R_Concept_%2700
,,,,,,,,Grand Touring Garage 1970 Ford Mustang Trans-Cammer,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Grand_Touring_Garage_1970_Ford_Mustang_Trans-Cammer
,,,,,,,,Toyota Castrol TOM'S SUPRA '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_Castrol_TOM%27S_SUPRA_%2700
,,,,,,,,Ferrari 430 Scuderia '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Ferrari_430_Scuderia_%2707
,,,,,,,,Lexus SC 300 '97,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_SC_300_%2797
,,,,,,,,Lexus SC430 GT500 Base Model '08,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lexus_SC430_GT500_Base_Model_%2708
,,,,,,,,Volkswagen Lupo 1.4 '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Lupo_1.4_%2702
,,,,,,,,Abt Audi TT-R '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Abt_Audi_TT-R_Touring_Car_%2702
,,,,,,,,Lotus Esprit Turbo HC '87,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Lotus_Esprit_Turbo_HC_%2787
,,,,,,,,Mitsubishi GTO Twin Turbo '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_3000GT_VR-4_Turbo_(J)_%2798
,,,,,,,,Mercedes-Benz AMG Vision Gran Turismo Racing Series,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mercedes-Benz_AMG_Vision_Gran_Turismo_Racing_Series
,,,,,,,,Toyota CELICA 2000GT-FOUR (ST165) '86,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CELICA_2000GT-FOUR_(ST165)_%2786
,,,,,,,,Jaguar XJ220 LM Race Car,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Jaguar_XJ220_LM_Race_Car
,,,,,,,,Toyota COROLLA Rally Car '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_COROLLA_Rally_Car_%2798
,,,,,,,,Toyota MR-S S Edition '99,,,,,,,MR-S Sエディション,"TOYOTA MR-S ""S edition""",,Toyota MR-S S Edition(J) '99,Toyota MR-S S Edition '99,,,,,Toyota MR2 Spider (J) '99,,Name,https://gran-turismo.fandom.com/wiki/Toyota_MR-S_S_Edition_%2799
,,,,,,,,Volkswagen Golf VI R '10,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Golf_VI_R_%2710
,,,,,,,,Mitsubishi Lancer Evolution Super Rally Car '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_Lancer_Evolution_Super_Rally_Car_%2703
,,,,,,,,Triumph Spitfire 1500 '74,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Triumph_Spitfire_1500_%2774
,,,,,,,Picture,Eagle,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Eagle
,,,,,,,,Nissan SILVIA Varietta (S15) '00,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SILVIA_Varietta_(S15)_%2700
,,,,,,,,TVR V8S '91,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/TVR_V8S_%2791
,,,,,,,,Mitsubishi GTO Twin Turbo '98,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_GTO_Twin_Turbo_%2798
,,,,,,,,Chevrolet Corvette ZR-1 (C4) '90,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Chevrolet_Corvette_ZR-1_(C4)_%2790
,,,,,,,,Peugeot 207 GTi '07,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Peugeot_207_GTi_%2707
,,,,,,,,Infiniti G20 '90,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Infiniti_G20_%2790
,,,,,,,,Mazda SAVANNA RX-7 GT-Limited (FC) '85,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mazda_SAVANNA_RX-7_GT-Limited_(FC)_%2785
,,,,,,,,Honda Integra Type R (DC2) '95,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Honda_INTEGRA_TYPE_R_(DC2)_%2795
,,,,,,,,Toyota CARINA ED 2.0 X 4WS '89,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Toyota_CARINA_ED_2.0_X_4WS_%2789
,,,,,,,,Citroën 2CV Type A '54,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Citro%C3%ABn_2CV_Type_A_%2754
,,,,,,,,Audi A3 3.2 quattro '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Audi_A3_3.2_quattro_%2703
,,,,,,,,Volkswagen 1200 '66,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_1200_%2766
,,,,,,,,Volkswagen Bora V6 4MOTION '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Bora_V6_4MOTION_%2701
,,,,,,,,NISMO Fairlady Z Z-tune (Z33) '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/NISMO_Fairlady_Z_Z-tune_(Z33)_%2703
,,,,,,,,Dodge SRT4 '03,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Dodge_SRT4_%2703
,,,,,,,,Mitsubishi ECLIPSE GT '06,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Mitsubishi_ECLIPSE_GT_%2706
,,,,,,,,Nissan SKYLINE Sport Coupe (BLRA-3) '62,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_SKYLINE_Sport_Coupe_(BLRA-3)_%2762
,,,,,,,,Volkswagen Schwimmwagen Typ166 '42,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Volkswagen_Schwimmwagen_Typ166_%2742
,,,,,,,,BMW M3 GTR Race Car '01,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/BMW_M3_GTR_Race_Car_%2701
,,,,,,,,SRT Tomahawk GTS-R Vision Gran Turismo,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/SRT_Tomahawk_GTS-R_Vision_Gran_Turismo
,,,,,,,,Alfa Romeo 147 2.0 TWIN SPARK '02,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Alfa_Romeo_147_2.0_TWIN_SPARK_%2702
,,,,,,,,Nissan PAO '89,,,,,,,,,,,,,,,,,,,https://gran-turismo.fandom.com/wiki/Nissan_PAO_%2789
